"five_minute_interval","ts","temp","humi"
2025-03-16 10:05:00.000 +0900,2025-03-16 10:05:05.664 +0900,13.8,64.5
2025-03-16 10:10:00.000 +0900,2025-03-16 10:10:03.927 +0900,14.0,63.9
2025-03-16 10:15:00.000 +0900,2025-03-16 10:15:02.336 +0900,14.5,62.3
2025-03-16 10:20:00.000 +0900,2025-03-16 10:20:00.601 +0900,15.1,61.9
2025-03-16 10:25:00.000 +0900,2025-03-16 10:25:09.554 +0900,15.6,61.1
2025-03-16 10:30:00.000 +0900,2025-03-16 10:30:07.963 +0900,15.9,60.0
2025-03-16 10:35:00.000 +0900,2025-03-16 10:35:06.274 +0900,16.0,59.1
2025-03-16 10:40:00.000 +0900,2025-03-16 10:40:04.582 +0900,16.0,59.0
2025-03-16 10:45:00.000 +0900,2025-03-16 10:45:02.892 +0900,15.7,59.7
2025-03-16 10:50:00.000 +0900,2025-03-16 10:50:01.145 +0900,15.3,60.1
2025-03-16 10:55:00.000 +0900,2025-03-16 10:55:10.118 +0900,14.7,61.0
2025-03-16 11:00:00.000 +0900,2025-03-16 11:00:08.524 +0900,14.3,61.3
2025-03-16 11:05:00.000 +0900,2025-03-16 11:05:06.773 +0900,13.9,61.8
2025-03-16 11:10:00.000 +0900,2025-03-16 11:10:04.955 +0900,13.7,62.0
2025-03-16 11:15:00.000 +0900,2025-03-16 11:15:03.244 +0900,13.8,62.1
2025-03-16 11:20:00.000 +0900,2025-03-16 11:20:01.497 +0900,13.6,62.4
2025-03-16 11:25:00.000 +0900,2025-03-16 11:25:10.461 +0900,13.8,62.5
2025-03-16 11:30:00.000 +0900,2025-03-16 11:30:08.734 +0900,13.9,62.5
2025-03-16 11:35:00.000 +0900,2025-03-16 11:35:06.814 +0900,13.8,63.1
2025-03-16 11:40:00.000 +0900,2025-03-16 11:40:05.090 +0900,13.5,63.6
2025-03-16 11:45:00.000 +0900,2025-03-16 11:45:03.257 +0900,12.9,64.3
2025-03-16 11:50:00.000 +0900,2025-03-16 11:50:01.604 +0900,12.4,65.1
2025-03-16 11:55:00.000 +0900,2025-03-16 11:55:10.580 +0900,12.1,65.7
2025-03-16 12:00:00.000 +0900,2025-03-16 12:00:08.742 +0900,12.0,66.1
2025-03-16 12:05:00.000 +0900,2025-03-16 12:05:07.095 +0900,11.9,65.8
2025-03-16 12:10:00.000 +0900,2025-03-16 12:10:05.254 +0900,12.0,65.7
2025-03-16 12:15:00.000 +0900,2025-03-16 12:15:03.728 +0900,12.5,64.4
2025-03-16 12:20:00.000 +0900,2025-03-16 12:20:02.018 +0900,14.0,61.5
2025-03-16 12:25:00.000 +0900,2025-03-16 12:25:00.272 +0900,16.3,57.3
2025-03-16 12:30:00.000 +0900,2025-03-16 12:30:09.246 +0900,17.9,52.6
2025-03-16 12:35:00.000 +0900,2025-03-16 12:35:07.574 +0900,18.7,50.8
2025-03-16 12:40:00.000 +0900,2025-03-16 12:40:06.014 +0900,18.8,50.7
2025-03-16 12:45:00.000 +0900,2025-03-16 12:45:04.408 +0900,18.4,51.3
2025-03-16 12:50:00.000 +0900,2025-03-16 12:50:02.706 +0900,18.7,50.7
2025-03-16 12:55:00.000 +0900,2025-03-16 12:55:00.971 +0900,19.1,48.9
2025-03-16 13:00:00.000 +0900,2025-03-16 13:00:09.961 +0900,19.2,48.8
2025-03-16 13:05:00.000 +0900,2025-03-16 13:05:08.249 +0900,19.1,48.5
2025-03-16 13:10:00.000 +0900,2025-03-16 13:10:06.521 +0900,19.1,47.8
2025-03-16 13:15:00.000 +0900,2025-03-16 13:15:04.772 +0900,19.0,47.2
2025-03-16 13:20:00.000 +0900,2025-03-16 13:20:03.060 +0900,19.7,44.7
2025-03-16 13:25:00.000 +0900,2025-03-16 13:25:01.436 +0900,20.8,42.3
2025-03-16 13:30:00.000 +0900,2025-03-16 13:30:10.300 +0900,21.8,40.5
2025-03-16 13:35:00.000 +0900,2025-03-16 13:35:08.649 +0900,22.5,39.3
2025-03-16 13:40:00.000 +0900,2025-03-16 13:40:07.068 +0900,23.0,38.3
2025-03-16 13:45:00.000 +0900,2025-03-16 13:45:05.326 +0900,23.2,37.8
2025-03-16 13:50:00.000 +0900,2025-03-16 13:50:03.578 +0900,23.3,37.3
2025-03-16 13:55:00.000 +0900,2025-03-16 13:55:01.729 +0900,23.5,36.6
2025-03-16 14:00:00.000 +0900,2025-03-16 14:00:00.141 +0900,23.7,36.1
2025-03-16 14:05:00.000 +0900,2025-03-16 14:05:09.019 +0900,23.7,36.0
2025-03-16 14:10:00.000 +0900,2025-03-16 14:10:07.297 +0900,23.7,35.8
2025-03-16 14:15:00.000 +0900,2025-03-16 14:15:05.547 +0900,23.4,35.3
2025-03-16 14:20:00.000 +0900,2025-03-16 14:20:03.931 +0900,23.5,34.5
2025-03-16 14:25:00.000 +0900,2025-03-16 14:25:02.053 +0900,23.7,34.0
2025-03-16 14:30:00.000 +0900,2025-03-16 14:30:00.514 +0900,23.8,33.7
2025-03-16 14:35:00.000 +0900,2025-03-16 14:35:09.403 +0900,24.2,32.6
2025-03-16 14:40:00.000 +0900,2025-03-16 14:40:07.563 +0900,24.8,31.5
2025-03-16 14:45:00.000 +0900,2025-03-16 14:45:05.827 +0900,25.3,31.2
2025-03-16 14:50:00.000 +0900,2025-03-16 14:50:04.079 +0900,25.6,31.2
2025-03-16 14:55:00.000 +0900,2025-03-16 14:55:02.389 +0900,25.6,31.2
2025-03-16 15:00:00.000 +0900,2025-03-16 15:00:00.651 +0900,25.7,31.0
2025-03-16 15:05:00.000 +0900,2025-03-16 15:05:09.530 +0900,25.7,30.9
2025-03-16 15:10:00.000 +0900,2025-03-16 15:10:07.932 +0900,25.4,30.8
2025-03-16 15:15:00.000 +0900,2025-03-16 15:15:06.161 +0900,25.4,30.4
2025-03-16 15:20:00.000 +0900,2025-03-16 15:20:04.559 +0900,25.9,29.3
2025-03-16 15:25:00.000 +0900,2025-03-16 15:25:02.822 +0900,26.3,28.8
2025-03-16 15:30:00.000 +0900,2025-03-16 15:30:00.982 +0900,26.7,28.3
2025-03-16 15:35:00.000 +0900,2025-03-16 15:35:09.859 +0900,26.8,27.9
2025-03-16 15:40:00.000 +0900,2025-03-16 15:40:08.181 +0900,27.3,27.6
2025-03-16 15:45:00.000 +0900,2025-03-16 15:45:17.010 +0900,27.7,27.2
2025-03-16 15:50:00.000 +0900,2025-03-16 15:50:04.688 +0900,27.8,27.0
2025-03-16 15:55:00.000 +0900,2025-03-16 15:55:03.014 +0900,27.9,26.5
2025-03-16 16:00:00.000 +0900,2025-03-16 16:00:01.418 +0900,27.8,26.5
2025-03-16 16:05:00.000 +0900,2025-03-16 16:05:10.369 +0900,27.6,26.6
2025-03-16 16:10:00.000 +0900,2025-03-16 16:10:08.539 +0900,27.2,26.3
2025-03-16 16:15:00.000 +0900,2025-03-16 16:15:17.613 +0900,26.7,25.8
2025-03-16 16:20:00.000 +0900,2025-03-16 16:20:05.180 +0900,26.6,25.4
2025-03-16 16:25:00.000 +0900,2025-03-16 16:25:03.630 +0900,26.5,24.8
2025-03-16 16:30:00.000 +0900,2025-03-16 16:30:01.953 +0900,26.3,24.7
2025-03-16 16:35:00.000 +0900,2025-03-16 16:35:00.261 +0900,25.9,24.5
2025-03-16 16:40:00.000 +0900,2025-03-16 16:40:09.246 +0900,25.5,24.3
2025-03-16 16:45:00.000 +0900,2025-03-16 16:45:07.413 +0900,24.8,24.3
2025-03-16 16:50:00.000 +0900,2025-03-16 16:50:05.810 +0900,24.1,24.5
2025-03-16 16:55:00.000 +0900,2025-03-16 16:55:04.074 +0900,23.6,25.2
2025-03-16 17:00:00.000 +0900,2025-03-16 17:00:02.433 +0900,22.9,25.8
2025-03-16 17:05:00.000 +0900,2025-03-16 17:05:00.723 +0900,22.4,26.6
2025-03-16 17:10:00.000 +0900,2025-03-16 17:10:09.606 +0900,22.0,27.3
2025-03-16 17:15:00.000 +0900,2025-03-16 17:15:07.956 +0900,21.2,27.5
2025-03-16 17:20:00.000 +0900,2025-03-16 17:20:06.068 +0900,20.3,28.1
2025-03-16 17:25:00.000 +0900,2025-03-16 17:25:04.519 +0900,19.3,28.8
2025-03-16 17:30:00.000 +0900,2025-03-16 17:30:02.765 +0900,18.3,30.4
2025-03-16 17:35:00.000 +0900,2025-03-16 17:35:01.002 +0900,17.3,31.2
2025-03-16 17:40:00.000 +0900,2025-03-16 17:40:09.966 +0900,16.6,31.7
2025-03-16 17:45:00.000 +0900,2025-03-16 17:45:08.145 +0900,16.0,32.5
2025-03-16 17:50:00.000 +0900,2025-03-16 17:50:06.394 +0900,15.3,33.7
2025-03-16 17:55:00.000 +0900,2025-03-16 17:55:04.798 +0900,14.2,35.0
2025-03-16 18:00:00.000 +0900,2025-03-16 18:00:03.110 +0900,12.8,36.9
2025-03-16 18:05:00.000 +0900,2025-03-16 18:05:01.268 +0900,11.7,39.7
2025-03-16 18:10:00.000 +0900,2025-03-16 18:10:10.345 +0900,10.6,40.7
2025-03-16 18:15:00.000 +0900,2025-03-16 18:15:19.177 +0900,9.7,42.7
2025-03-16 18:20:00.000 +0900,2025-03-16 18:20:06.898 +0900,8.8,43.9
2025-03-16 18:25:00.000 +0900,2025-03-16 18:25:05.068 +0900,8.1,45.9
2025-03-16 18:30:00.000 +0900,2025-03-16 18:30:03.324 +0900,7.4,46.8
2025-03-16 18:35:00.000 +0900,2025-03-16 18:35:01.650 +0900,7.0,48.3
2025-03-16 18:40:00.000 +0900,2025-03-16 18:40:00.019 +0900,6.5,48.6
2025-03-16 18:45:00.000 +0900,2025-03-16 18:45:08.879 +0900,6.3,49.2
2025-03-16 18:50:00.000 +0900,2025-03-16 18:50:07.136 +0900,5.9,49.6
2025-03-16 18:55:00.000 +0900,2025-03-16 18:55:05.355 +0900,5.7,49.9
2025-03-16 19:00:00.000 +0900,2025-03-16 19:00:03.664 +0900,5.4,50.4
2025-03-16 19:05:00.000 +0900,2025-03-16 19:05:01.925 +0900,5.2,50.7
2025-03-16 19:10:00.000 +0900,2025-03-16 19:10:00.367 +0900,5.0,50.6
2025-03-16 19:15:00.000 +0900,2025-03-16 19:15:09.211 +0900,4.9,51.2
2025-03-16 19:20:00.000 +0900,2025-03-16 19:20:07.509 +0900,4.9,52.7
2025-03-16 19:25:00.000 +0900,2025-03-16 19:25:05.771 +0900,4.7,52.2
2025-03-16 19:30:00.000 +0900,2025-03-16 19:30:04.212 +0900,4.5,52.6
2025-03-16 19:35:00.000 +0900,2025-03-16 19:35:02.393 +0900,4.3,53.6
2025-03-16 19:40:00.000 +0900,2025-03-16 19:40:00.702 +0900,4.2,54.0
2025-03-16 19:45:00.000 +0900,2025-03-16 19:45:09.615 +0900,4.0,54.7
2025-03-16 19:50:00.000 +0900,2025-03-16 19:50:07.867 +0900,3.9,54.6
2025-03-16 19:55:00.000 +0900,2025-03-16 19:55:06.142 +0900,3.8,54.9
2025-03-16 20:00:00.000 +0900,2025-03-16 20:00:04.568 +0900,3.7,56.8
2025-03-16 20:05:00.000 +0900,2025-03-16 20:05:02.936 +0900,3.7,54.7
2025-03-16 20:10:00.000 +0900,2025-03-16 20:10:01.065 +0900,3.7,56.6
2025-03-16 20:15:00.000 +0900,2025-03-16 20:15:10.059 +0900,3.8,55.4
2025-03-16 20:20:00.000 +0900,2025-03-16 20:20:08.194 +0900,3.8,55.8
2025-03-16 20:25:00.000 +0900,2025-03-16 20:25:06.643 +0900,3.8,54.7
2025-03-16 20:30:00.000 +0900,2025-03-16 20:30:04.726 +0900,4.0,54.4
2025-03-16 20:35:00.000 +0900,2025-03-16 20:35:03.114 +0900,4.1,53.9
2025-03-16 20:40:00.000 +0900,2025-03-16 20:40:01.211 +0900,4.0,54.7
2025-03-16 20:45:00.000 +0900,2025-03-16 20:45:10.179 +0900,3.9,55.1
2025-03-16 20:50:00.000 +0900,2025-03-16 20:50:08.440 +0900,3.9,55.3
2025-03-16 20:55:00.000 +0900,2025-03-16 20:55:06.749 +0900,4.0,56.2
2025-03-16 21:00:00.000 +0900,2025-03-16 21:00:05.002 +0900,4.1,55.7
2025-03-16 21:05:00.000 +0900,2025-03-16 21:05:03.294 +0900,4.2,56.0
2025-03-16 21:10:00.000 +0900,2025-03-16 21:10:01.418 +0900,4.1,56.5
2025-03-16 21:15:00.000 +0900,2025-03-16 21:15:10.359 +0900,4.0,56.6
2025-03-16 21:20:00.000 +0900,2025-03-16 21:20:08.778 +0900,3.9,58.0
2025-03-16 21:25:00.000 +0900,2025-03-16 21:25:07.066 +0900,3.9,55.3
2025-03-16 21:30:00.000 +0900,2025-03-16 21:30:05.327 +0900,3.9,60.4
2025-03-16 21:35:00.000 +0900,2025-03-16 21:35:03.778 +0900,4.2,56.7
2025-03-16 21:40:00.000 +0900,2025-03-16 21:40:02.074 +0900,4.2,55.3
2025-03-16 21:45:00.000 +0900,2025-03-16 21:45:00.338 +0900,4.2,55.6
2025-03-16 21:50:00.000 +0900,2025-03-16 21:50:09.310 +0900,4.3,55.6
2025-03-16 21:55:00.000 +0900,2025-03-16 21:55:07.612 +0900,4.4,55.6
2025-03-16 22:00:00.000 +0900,2025-03-16 22:00:05.934 +0900,4.5,56.5
2025-03-16 22:05:00.000 +0900,2025-03-16 22:05:04.306 +0900,4.5,57.2
2025-03-16 22:10:00.000 +0900,2025-03-16 22:10:02.732 +0900,4.5,58.4
2025-03-16 22:15:00.000 +0900,2025-03-16 22:15:00.846 +0900,4.5,57.2
2025-03-16 22:20:00.000 +0900,2025-03-16 22:20:09.687 +0900,4.5,58.1
2025-03-16 22:25:00.000 +0900,2025-03-16 22:25:08.080 +0900,4.4,58.6
2025-03-16 22:30:00.000 +0900,2025-03-16 22:30:06.380 +0900,4.3,60.0
2025-03-16 22:35:00.000 +0900,2025-03-16 22:35:04.791 +0900,4.2,60.0
2025-03-16 22:40:00.000 +0900,2025-03-16 22:40:03.134 +0900,4.1,59.8
2025-03-16 22:45:00.000 +0900,2025-03-16 22:45:01.389 +0900,4.0,59.6
2025-03-16 22:50:00.000 +0900,2025-03-16 22:50:10.348 +0900,4.0,60.5
2025-03-16 22:55:00.000 +0900,2025-03-16 22:55:06.905 +0900,4.0,60.3
2025-03-16 23:00:00.000 +0900,2025-03-16 23:00:05.203 +0900,3.9,59.9
2025-03-16 23:05:00.000 +0900,2025-03-16 23:05:03.608 +0900,3.8,60.4
2025-03-16 23:10:00.000 +0900,2025-03-16 23:10:01.873 +0900,3.7,61.1
2025-03-16 23:15:00.000 +0900,2025-03-16 23:15:00.156 +0900,3.7,58.4
2025-03-16 23:20:00.000 +0900,2025-03-16 23:20:09.000 +0900,3.6,59.3
2025-03-16 23:25:00.000 +0900,2025-03-16 23:25:07.401 +0900,3.4,60.1
2025-03-16 23:30:00.000 +0900,2025-03-16 23:30:05.700 +0900,3.2,60.6
2025-03-16 23:35:00.000 +0900,2025-03-16 23:35:03.811 +0900,3.1,62.0
2025-03-16 23:40:00.000 +0900,2025-03-16 23:40:02.128 +0900,2.9,62.6
2025-03-16 23:45:00.000 +0900,2025-03-16 23:45:00.569 +0900,2.8,61.7
2025-03-16 23:50:00.000 +0900,2025-03-16 23:50:09.441 +0900,2.6,61.0
2025-03-16 23:55:00.000 +0900,2025-03-16 23:55:07.688 +0900,2.5,60.8
2025-03-17 00:00:00.000 +0900,2025-03-17 00:00:06.113 +0900,2.5,61.7
2025-03-17 00:05:00.000 +0900,2025-03-17 00:05:04.422 +0900,2.4,59.8
2025-03-17 00:10:00.000 +0900,2025-03-17 00:10:02.816 +0900,2.4,61.0
2025-03-17 00:15:00.000 +0900,2025-03-17 00:15:01.144 +0900,2.3,60.6
2025-03-17 00:20:00.000 +0900,2025-03-17 00:20:10.267 +0900,2.2,61.2
2025-03-17 00:25:00.000 +0900,2025-03-17 00:25:08.696 +0900,2.3,61.7
2025-03-17 00:30:00.000 +0900,2025-03-17 00:30:06.818 +0900,2.2,61.9
2025-03-17 00:35:00.000 +0900,2025-03-17 00:35:05.083 +0900,2.1,61.8
2025-03-17 00:40:00.000 +0900,2025-03-17 00:40:03.250 +0900,2.1,59.8
2025-03-17 00:45:00.000 +0900,2025-03-17 00:45:01.559 +0900,2.1,60.5
2025-03-17 00:50:00.000 +0900,2025-03-17 00:50:10.400 +0900,2.0,61.0
2025-03-17 00:55:00.000 +0900,2025-03-17 00:55:08.700 +0900,1.9,62.5
2025-03-17 01:00:00.000 +0900,2025-03-17 01:00:06.961 +0900,2.0,61.6
2025-03-17 01:05:00.000 +0900,2025-03-17 01:05:05.129 +0900,1.9,60.8
2025-03-17 01:10:00.000 +0900,2025-03-17 01:10:03.510 +0900,1.8,61.2
2025-03-17 01:15:00.000 +0900,2025-03-17 01:15:01.874 +0900,1.8,62.2
2025-03-17 01:20:00.000 +0900,2025-03-17 01:20:00.195 +0900,1.8,61.5
2025-03-17 01:25:00.000 +0900,2025-03-17 01:25:09.071 +0900,1.8,62.6
2025-03-17 01:30:00.000 +0900,2025-03-17 01:30:07.368 +0900,1.8,62.0
2025-03-17 01:35:00.000 +0900,2025-03-17 01:35:05.718 +0900,1.8,61.9
2025-03-17 01:40:00.000 +0900,2025-03-17 01:40:03.889 +0900,7.3,94.4
2025-03-17 01:45:00.000 +0900,2025-03-17 01:45:02.278 +0900,1.8,62.8
2025-03-17 01:50:00.000 +0900,2025-03-17 01:50:00.574 +0900,1.7,62.0
2025-03-17 01:55:00.000 +0900,2025-03-17 01:55:09.559 +0900,1.7,61.4
2025-03-17 02:00:00.000 +0900,2025-03-17 02:00:07.851 +0900,1.6,61.3
2025-03-17 02:05:00.000 +0900,2025-03-17 02:05:06.102 +0900,1.6,61.0
2025-03-17 02:10:00.000 +0900,2025-03-17 02:10:04.353 +0900,1.6,60.4
2025-03-17 02:15:00.000 +0900,2025-03-17 02:15:02.604 +0900,1.6,60.9
2025-03-17 02:20:00.000 +0900,2025-03-17 02:20:01.040 +0900,1.6,60.8
2025-03-17 02:25:00.000 +0900,2025-03-17 02:25:09.875 +0900,1.6,60.7
2025-03-17 02:30:00.000 +0900,2025-03-17 02:30:08.056 +0900,1.5,59.8
2025-03-17 02:35:00.000 +0900,2025-03-17 02:35:06.309 +0900,1.6,60.7
2025-03-17 02:40:00.000 +0900,2025-03-17 02:40:04.611 +0900,1.5,61.1
2025-03-17 02:45:00.000 +0900,2025-03-17 02:45:02.778 +0900,1.5,61.1
2025-03-17 02:50:00.000 +0900,2025-03-17 02:50:01.182 +0900,1.5,60.4
2025-03-17 02:55:00.000 +0900,2025-03-17 02:55:09.946 +0900,1.5,60.5
2025-03-17 03:00:00.000 +0900,2025-03-17 03:00:08.254 +0900,1.5,60.6
2025-03-17 03:05:00.000 +0900,2025-03-17 03:05:06.377 +0900,1.5,60.0
2025-03-17 03:10:00.000 +0900,2025-03-17 03:10:04.579 +0900,1.4,60.1
2025-03-17 03:15:00.000 +0900,2025-03-17 03:15:02.880 +0900,1.4,61.4
2025-03-17 03:20:00.000 +0900,2025-03-17 03:20:01.292 +0900,1.3,61.4
2025-03-17 03:25:00.000 +0900,2025-03-17 03:25:10.304 +0900,1.3,61.8
2025-03-17 03:30:00.000 +0900,2025-03-17 03:30:08.603 +0900,1.2,63.4
2025-03-17 03:35:00.000 +0900,2025-03-17 03:35:06.973 +0900,1.2,62.2
2025-03-17 03:40:00.000 +0900,2025-03-17 03:40:05.131 +0900,1.0,62.9
2025-03-17 03:45:00.000 +0900,2025-03-17 03:45:03.493 +0900,1.0,63.9
2025-03-17 03:50:00.000 +0900,2025-03-17 03:50:01.804 +0900,1.0,62.3
2025-03-17 03:55:00.000 +0900,2025-03-17 03:55:10.658 +0900,1.0,63.1
2025-03-17 04:00:00.000 +0900,2025-03-17 04:00:08.908 +0900,1.0,64.4
2025-03-17 04:05:00.000 +0900,2025-03-17 04:05:07.068 +0900,0.8,65.6
2025-03-17 04:10:00.000 +0900,2025-03-17 04:10:05.332 +0900,0.7,67.2
2025-03-17 04:15:00.000 +0900,2025-03-17 04:15:03.624 +0900,0.6,68.3
2025-03-17 04:20:00.000 +0900,2025-03-17 04:20:01.888 +0900,0.6,67.1
2025-03-17 04:25:00.000 +0900,2025-03-17 04:25:00.198 +0900,0.6,66.5
2025-03-17 04:30:00.000 +0900,2025-03-17 04:30:09.169 +0900,0.6,66.6
2025-03-17 04:35:00.000 +0900,2025-03-17 04:35:07.714 +0900,0.6,65.7
2025-03-17 04:40:00.000 +0900,2025-03-17 04:40:05.867 +0900,0.5,64.9
2025-03-17 04:45:00.000 +0900,2025-03-17 04:45:04.256 +0900,0.5,65.8
2025-03-17 04:50:00.000 +0900,2025-03-17 04:50:02.520 +0900,0.5,65.8
2025-03-17 04:55:00.000 +0900,2025-03-17 04:55:00.688 +0900,0.5,67.1
2025-03-17 05:00:00.000 +0900,2025-03-17 05:00:09.586 +0900,0.4,66.5
2025-03-17 05:05:00.000 +0900,2025-03-17 05:05:07.788 +0900,0.4,67.5
2025-03-17 05:10:00.000 +0900,2025-03-17 05:10:05.946 +0900,0.4,67.0
2025-03-17 05:15:00.000 +0900,2025-03-17 05:15:04.363 +0900,0.4,66.4
2025-03-17 05:20:00.000 +0900,2025-03-17 05:20:02.660 +0900,0.4,65.7
2025-03-17 05:25:00.000 +0900,2025-03-17 05:25:00.922 +0900,0.4,65.4
2025-03-17 05:30:00.000 +0900,2025-03-17 05:30:09.794 +0900,0.3,65.6
2025-03-17 05:35:00.000 +0900,2025-03-17 05:35:08.047 +0900,0.3,66.3
2025-03-17 05:40:00.000 +0900,2025-03-17 05:40:06.358 +0900,0.2,67.3
2025-03-17 05:45:00.000 +0900,2025-03-17 05:45:04.644 +0900,0.2,67.8
2025-03-17 05:50:00.000 +0900,2025-03-17 05:50:02.921 +0900,0.1,69.0
2025-03-17 05:55:00.000 +0900,2025-03-17 05:55:01.186 +0900,0.0,69.6
2025-03-17 06:00:00.000 +0900,2025-03-17 06:00:10.078 +0900,0.0,70.8
2025-03-17 06:05:00.000 +0900,2025-03-17 06:05:08.308 +0900,0.0,70.7
2025-03-17 06:10:00.000 +0900,2025-03-17 06:10:06.628 +0900,-0.1,70.8
2025-03-17 06:15:00.000 +0900,2025-03-17 06:15:04.988 +0900,-0.2,71.3
2025-03-17 06:20:00.000 +0900,2025-03-17 06:20:03.302 +0900,-0.4,71.4
2025-03-17 06:25:00.000 +0900,2025-03-17 06:25:01.464 +0900,-0.4,72.0
2025-03-17 06:30:00.000 +0900,2025-03-17 06:30:10.277 +0900,-0.4,70.6
2025-03-17 06:35:00.000 +0900,2025-03-17 06:35:08.625 +0900,-0.3,71.2
2025-03-17 06:40:00.000 +0900,2025-03-17 06:40:06.826 +0900,-0.3,71.4
2025-03-17 06:45:00.000 +0900,2025-03-17 06:45:05.131 +0900,-0.3,70.2
2025-03-17 06:50:00.000 +0900,2025-03-17 06:50:03.357 +0900,-0.2,70.4
2025-03-17 06:55:00.000 +0900,2025-03-17 06:55:01.538 +0900,-0.1,71.4
2025-03-17 07:00:00.000 +0900,2025-03-17 07:00:10.459 +0900,0.0,71.1
2025-03-17 07:05:00.000 +0900,2025-03-17 07:05:08.776 +0900,0.3,71.0
2025-03-17 07:10:00.000 +0900,2025-03-17 07:10:07.196 +0900,0.7,69.9
2025-03-17 07:15:00.000 +0900,2025-03-17 07:15:05.598 +0900,1.0,68.6
2025-03-17 07:20:00.000 +0900,2025-03-17 07:20:03.812 +0900,1.6,67.4
2025-03-17 07:25:00.000 +0900,2025-03-17 07:25:02.255 +0900,2.3,64.7
2025-03-17 07:30:00.000 +0900,2025-03-17 07:30:00.569 +0900,3.2,62.3
2025-03-17 07:35:00.000 +0900,2025-03-17 07:35:09.554 +0900,4.0,60.9
2025-03-17 07:40:00.000 +0900,2025-03-17 07:40:07.838 +0900,5.0,57.9
2025-03-17 07:45:00.000 +0900,2025-03-17 07:45:05.998 +0900,6.2,54.6
2025-03-17 07:50:00.000 +0900,2025-03-17 07:50:04.389 +0900,7.2,51.7
2025-03-17 07:55:00.000 +0900,2025-03-17 07:55:02.577 +0900,8.3,48.5
2025-03-17 08:00:00.000 +0900,2025-03-17 08:00:01.035 +0900,9.2,46.5
2025-03-17 08:05:00.000 +0900,2025-03-17 08:05:09.866 +0900,10.1,44.7
2025-03-17 08:10:00.000 +0900,2025-03-17 08:10:08.250 +0900,11.2,42.0
2025-03-17 08:15:00.000 +0900,2025-03-17 08:15:06.495 +0900,12.3,40.8
2025-03-17 08:20:00.000 +0900,2025-03-17 08:20:04.870 +0900,13.5,39.1
2025-03-17 08:25:00.000 +0900,2025-03-17 08:25:03.078 +0900,14.8,37.4
2025-03-17 08:30:00.000 +0900,2025-03-17 08:30:01.412 +0900,16.0,34.4
2025-03-17 08:35:00.000 +0900,2025-03-17 08:35:10.288 +0900,17.3,33.3
2025-03-17 08:40:00.000 +0900,2025-03-17 08:40:08.717 +0900,18.3,34.2
2025-03-17 08:45:00.000 +0900,2025-03-17 08:45:06.926 +0900,18.9,33.5
2025-03-17 08:50:00.000 +0900,2025-03-17 08:50:05.165 +0900,19.2,33.8
2025-03-17 08:55:00.000 +0900,2025-03-17 08:55:03.452 +0900,20.0,33.9
2025-03-17 09:00:00.000 +0900,2025-03-17 09:00:01.852 +0900,20.9,32.2
2025-03-17 09:05:00.000 +0900,2025-03-17 09:05:00.129 +0900,22.0,31.4
2025-03-17 09:10:00.000 +0900,2025-03-17 09:10:09.040 +0900,23.1,30.1
2025-03-17 09:15:00.000 +0900,2025-03-17 09:15:07.276 +0900,23.9,29.1
2025-03-17 09:20:00.000 +0900,2025-03-17 09:20:05.568 +0900,24.5,28.0
2025-03-17 09:25:00.000 +0900,2025-03-17 09:25:03.868 +0900,25.2,27.2
2025-03-17 09:30:00.000 +0900,2025-03-17 09:30:12.676 +0900,25.8,27.0
2025-03-17 09:35:00.000 +0900,2025-03-17 09:35:00.375 +0900,26.2,26.6
2025-03-17 09:40:00.000 +0900,2025-03-17 09:40:09.324 +0900,26.7,26.8
2025-03-17 09:45:00.000 +0900,2025-03-17 09:45:07.691 +0900,26.9,27.4
2025-03-17 09:50:00.000 +0900,2025-03-17 09:50:05.937 +0900,27.5,27.2
2025-03-17 09:55:00.000 +0900,2025-03-17 09:55:04.170 +0900,28.2,26.6
2025-03-17 10:00:00.000 +0900,2025-03-17 10:00:02.482 +0900,29.1,25.4
2025-03-17 10:05:00.000 +0900,2025-03-17 10:05:00.665 +0900,30.1,25.0
2025-03-17 10:10:00.000 +0900,2025-03-17 10:10:09.572 +0900,31.1,24.3
2025-03-17 10:15:00.000 +0900,2025-03-17 10:15:07.822 +0900,31.8,23.9
2025-03-17 10:20:00.000 +0900,2025-03-17 10:20:06.041 +0900,32.6,23.6
2025-03-17 10:25:00.000 +0900,2025-03-17 10:25:04.261 +0900,33.2,23.3
2025-03-17 10:30:00.000 +0900,2025-03-17 10:30:02.566 +0900,33.6,23.1
2025-03-17 10:35:00.000 +0900,2025-03-17 10:35:00.840 +0900,34.0,23.0
2025-03-17 10:40:00.000 +0900,2025-03-17 10:40:09.606 +0900,34.5,22.4
2025-03-17 10:45:00.000 +0900,2025-03-17 10:45:07.903 +0900,34.9,21.9
2025-03-17 10:50:00.000 +0900,2025-03-17 10:50:06.135 +0900,35.6,21.6
2025-03-17 10:55:00.000 +0900,2025-03-17 10:55:04.348 +0900,36.0,21.8
2025-03-17 11:00:00.000 +0900,2025-03-17 11:00:02.617 +0900,36.5,21.6
2025-03-17 11:05:00.000 +0900,2025-03-17 11:05:00.909 +0900,36.9,21.1
2025-03-17 11:10:00.000 +0900,2025-03-17 11:10:09.816 +0900,37.2,20.8
2025-03-17 11:15:00.000 +0900,2025-03-17 11:15:08.145 +0900,37.4,20.5
