YYMMDDHHMI,STN,WD,WS,GST,PA,PS,PT,PR,TA,TD,HM,PV,RN,SD,WC,WP,WW,CA,CH,CT,VS,SS,SI,ST,TS,TE,WH,BF,IR,IX
202603010700,181,14,1.0,-9,1019.9,1024.2,-9,-9.0,0.6,-1.3,87.0,5.6,-9.0,-9.0,-9,-9,-,3,51,-9,1949,-9.0,-9.00,-9,1.4,-99.0,-9.0,-9,3,-9
202603010800,181,0,0.4,-9,1020.4,1024.7,-9,-9.0,1.7,-0.7,84.0,5.8,-9.0,-9.0,-9,-9,-,0,-9,-9,1988,0.0,0.12,-9,1.9,-99.0,-9.0,-9,3,-9
202603010900,181,14,0.5,-9,1021.0,1025.2,3,0.5,5.2,0.5,72.0,6.3,-9.0,-9.0,-9,-9,-,5,50,-9,2515,0.6,0.61,-9,4.0,-99.0,-9.0,-9,3,-9
202603011000,181,9,3.1,-9,1020.3,1024.4,-9,-9.0,8.5,0.6,58.0,6.4,-9.0,-9.0,-9,-9,-,4,49,-9,3951,0.8,1.39,-9,8.7,-99.0,-9.0,-9,3,-9
202603011100,181,9,3.9,-9,1020.2,1024.3,-9,-9.0,11.0,0.6,49.0,6.4,-9.0,-9.0,-9,-9,-,7,47,-9,4569,0.5,1.68,-9,10.8,-99.0,-9.0,-9,3,-9
202603011200,181,14,3.6,-9,1019.6,1023.7,7,-1.5,11.5,0.5,47.0,6.3,-9.0,-9.0,-9,-9,-,1,13,-9,4992,1.0,2.62,-9,14.0,-99.0,-9.0,-9,3,-9
202603011300,181,16,3.6,-9,1019.7,1023.8,-9,-9.0,12.1,0.5,45.0,6.3,-9.0,-9.0,-9,-9,-,1,14,-9,5000,0.8,2.58,-9,15.1,-99.0,-9.0,-9,3,-9
202603011400,181,14,3.3,-9,1019.9,1024.0,-9,-9.0,11.7,1.0,48.0,6.6,-9.0,-9.0,-9,-9,-,5,14,-9,5000,0.1,1.69,-9,14.1,-99.0,-9.0,-9,3,-9
202603011500,181,11,3.5,-9,1018.9,1023.0,8,-0.7,11.5,0.8,48.0,6.5,-9.0,-9.0,-9,-9,-,1,14,-9,4951,0.1,1.31,-9,13.0,-99.0,-9.0,-9,3,-9
202603011600,181,7,4.3,-9,1018.7,1022.8,-9,-9.0,11.0,0.3,48.0,6.2,-9.0,-9.0,-9,-9,-,4,14,-9,5000,0.4,1.37,-9,12.6,-99.0,-9.0,-9,3,-9
202603011700,181,9,3.2,-9,1019.0,1023.1,-9,-9.0,10.6,0.3,49.0,6.2,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,0.0,0.56,-9,10.8,-99.0,-9.0,-9,3,-9
202603011800,181,11,4.6,-9,1019.3,1023.4,3,0.4,9.4,0.2,53.0,6.2,-9.0,-9.0,-9,-9,-,6,47,-9,4708,0.0,0.26,-9,9.1,-99.0,-9.0,-9,3,-9
202603011900,181,11,3.2,-9,1020.3,1024.4,-9,-9.0,8.4,0.3,57.0,6.2,-9.0,-9.0,-9,-9,-,7,40,-9,4302,0.0,0.03,-9,7.7,-99.0,-9.0,-9,3,-9
202603012000,181,9,4.5,-9,1020.2,1024.4,-9,-9.0,7.9,0.1,58.0,6.2,-9.0,-9.0,-9,-9,-,5,40,-9,4677,-9.0,-9.00,-9,7.0,-99.0,-9.0,-9,3,-9
202603012100,181,9,4.4,-9,1019.7,1023.9,0,0.5,7.7,-0.2,57.0,6.0,-9.0,-9.0,-9,-9,-,9,36,-9,4912,-9.0,-9.00,-9,6.6,-99.0,-9.0,-9,3,-9
202603012200,181,9,3.8,-9,1019.7,1023.9,-9,-9.0,7.3,-0.6,57.0,5.8,-9.0,-9.0,-9,-9,-,4,41,-9,5000,-9.0,-9.00,-9,6.1,-99.0,-9.0,-9,3,-9
202603012300,181,9,2.5,-9,1019.6,1023.8,-9,-9.0,7.1,-0.6,58.0,5.8,-9.0,-9.0,-9,-9,-,4,11,-9,5000,-9.0,-9.00,-9,5.8,-99.0,-9.0,-9,3,-9
202603020000,181,9,2.8,-9,1018.9,1023.1,7,-0.8,7.3,-0.6,57.0,5.8,-9.0,-9.0,-9,-9,-,10,11,-9,5000,-9.0,-9.00,-9,5.8,-99.0,-9.0,-9,3,-9
202603020100,181,11,2.8,-9,1018.5,1022.7,-9,-9.0,7.3,-0.4,58.0,5.9,-9.0,-9.0,-9,-9,-,1,12,-9,5000,-9.0,-9.00,-9,5.6,-99.0,-9.0,-9,3,-9
202603020200,181,14,3.2,-9,1018.6,1022.8,-9,-9.0,7.5,-0.2,58.0,6.0,-9.0,-9.0,-9,-9,-,7,11,-9,5000,-9.0,-9.00,-9,5.5,-99.0,-9.0,-9,3,-9
202603020300,181,9,3.0,-9,1018.3,1022.5,7,-0.6,7.5,0.0,59.0,6.1,-9.0,-9.0,-9,-9,-,7,10,-9,5000,-9.0,-9.00,-9,5.5,-99.0,-9.0,-9,3,-9
202603020400,181,9,3.6,-9,1017.8,1021.9,-9,-9.0,7.6,-0.3,57.0,6.0,-9.0,-9.0,-9,-9,-,8,11,-9,5000,-9.0,-9.00,-9,5.5,-99.0,-9.0,-9,3,-9
202603020500,181,9,2.0,-9,1017.3,1021.4,-9,-9.0,7.5,-0.4,57.0,5.9,-9.0,-9.0,-9,-9,-,2,11,-9,5000,-9.0,-9.00,-9,5.4,-99.0,-9.0,-9,3,-9
202603020600,181,11,2.7,-9,1016.9,1021.0,7,-1.5,7.6,-0.1,58.0,6.1,-9.0,-9.0,-9,-9,-,2,11,-9,5000,-9.0,-9.00,-9,5.4,-99.0,-9.0,-9,3,-9
202603020700,181,9,5.0,-9,1016.7,1020.8,-9,-9.0,7.9,-0.1,57.0,6.1,-9.0,-9.0,-9,-9,-,5,11,-9,5000,-9.0,-9.00,-9,5.4,-99.0,-9.0,-9,1,-9
202603020800,181,11,3.4,-9,1017.3,1021.5,-9,-9.0,6.6,1.7,71.0,6.9,-9.0,-9.0,-9,-9,-,4,10,-9,1942,0.0,0.01,-9,5.4,-99.0,-9.0,-9,1,-9
202603020900,181,9,2.5,-9,1018.0,1022.2,3,1.2,5.9,2.5,79.0,7.3,-9.0,-9.0,-9,-9,-,5,10,-9,1348,0.0,0.08,-9,5.6,-99.0,-9.0,-9,1,-9
202603021000,181,7,2.2,-9,1017.6,1021.8,-9,-9.0,5.5,3.1,85.0,7.6,-9.0,-9.0,-9,-9,-,8,9,-9,1688,0.0,0.16,-9,6.0,-99.0,-9.0,-9,1,-9
202603021100,181,7,3.4,-9,1017.4,1021.6,-9,-9.0,5.2,3.0,86.0,7.6,-9.0,-9.0,-9,-9,-,2,7,-9,2432,0.0,0.27,-9,6.3,-99.0,-9.0,-9,1,-9
202603021200,181,7,3.1,-9,1016.8,1021.0,7,-1.2,5.3,3.3,87.0,7.7,-9.0,-9.0,-9,-9,-,3,7,-9,3098,0.0,0.35,-9,6.7,-99.0,-9.0,-9,1,-9
202603021300,181,9,3.9,-9,1015.8,1020.0,-9,-9.0,6.2,2.9,80.0,7.5,-9.0,-9.0,-9,-9,-,3,7,-9,2896,0.0,0.50,-9,7.5,-99.0,-9.0,-9,1,-9
202603021400,181,9,3.6,-9,1015.0,1019.2,-9,-9.0,6.1,2.7,79.0,7.4,-9.0,-9.0,-9,-9,-,1,9,-9,2544,0.0,0.59,-9,7.9,-99.0,-9.0,-9,1,-9
202603021500,181,7,2.9,-9,1015.0,1019.2,6,-1.8,5.9,2.5,79.0,7.3,-9.0,-9.0,-9,-9,-,4,8,-9,2557,0.0,0.32,-9,7.2,-99.0,-9.0,-9,1,-9
202603021600,181,7,4.3,-9,1014.2,1018.4,-9,-9.0,5.5,2.4,81.0,7.3,-9.0,-9.0,-9,-9,-,4,8,-9,2930,0.0,0.21,-9,6.8,-99.0,-9.0,-9,1,-9
202603021700,181,7,3.5,-9,1013.6,1017.8,-9,-9.0,5.7,2.5,80.0,7.3,-9.0,-9.0,-9,-9,-,5,9,-9,5000,0.0,0.19,-9,6.5,-99.0,-9.0,-9,1,-9
202603021800,181,7,3.6,-9,1013.8,1018.0,5,-1.2,5.0,3.0,87.0,7.6,-9.0,-9.0,-9,-9,-,9,9,-9,3284,0.0,0.04,-9,5.9,-99.0,-9.0,-9,1,-9
202603021900,181,7,3.0,-9,1014.6,1018.8,-9,-9.0,4.8,3.1,89.0,7.6,-9.0,-9.0,-9,-9,-,6,8,-9,2415,0.0,0.01,-9,5.5,-99.0,-9.0,-9,1,-9
202603022000,181,7,2.3,-9,1015.2,1019.4,-9,-9.0,4.7,3.1,90.0,7.6,-9.0,-9.0,-9,-9,-,6,7,-9,1223,-9.0,-9.00,-9,5.3,-99.0,-9.0,-9,1,-9
202603022100,181,7,3.7,-9,1015.5,1019.7,2,1.7,4.3,2.9,91.0,7.5,-9.0,-9.0,-9,-9,-,4,6,-9,1673,-9.0,-9.00,-9,5.1,-99.0,-9.0,-9,1,-9
202603022200,181,5,3.8,-9,1015.9,1020.1,-9,-9.0,3.9,2.4,90.0,7.3,-9.0,-9.0,-9,-9,-,3,8,-9,2695,-9.0,-9.00,-9,4.9,-99.0,-9.0,-9,1,-9
202603022300,181,9,2.5,-9,1015.8,1020.0,-9,-9.0,3.5,1.8,89.0,7.0,-9.0,-9.0,-9,-9,-,3,9,-9,4226,-9.0,-9.00,-9,4.7,-99.0,-9.0,-9,1,-9
202603030000,181,7,3.1,-9,1015.7,1019.9,0,0.2,3.5,1.8,89.0,7.0,-9.0,-9.0,-9,-9,-,3,10,-9,3542,-9.0,-9.00,-9,4.6,-99.0,-9.0,-9,1,-9
202603030100,181,7,2.6,-9,1015.9,1020.1,-9,-9.0,3.5,1.6,88.0,6.9,-9.0,-9.0,-9,-9,-,2,11,-9,4215,-9.0,-9.00,-9,4.5,-99.0,-9.0,-9,1,-9
202603030200,181,5,1.9,-9,1016.1,1020.3,-9,-9.0,3.4,2.0,91.0,7.1,-9.0,-9.0,-9,-9,-,3,11,-9,1912,-9.0,-9.00,-9,4.4,-99.0,-9.0,-9,1,-9
202603030300,181,5,3.4,-9,1016.1,1020.3,1,0.4,2.8,1.4,91.0,6.8,-9.0,-9.0,-9,-9,-,3,11,-9,2816,-9.0,-9.00,-9,4.2,-99.0,-9.0,-9,1,-9
202603030400,181,5,3.1,-9,1016.4,1020.6,-9,-9.0,2.5,1.1,91.0,6.6,-9.0,-9.0,-9,-9,-,5,8,-9,2556,-9.0,-9.00,-9,4.1,-99.0,-9.0,-9,1,-9
202603030500,181,7,3.2,-9,1016.0,1020.2,-9,-9.0,2.5,0.8,89.0,6.5,-9.0,-9.0,-9,-9,-,6,17,-9,5000,-9.0,-9.00,-9,3.9,-99.0,-9.0,-9,3,-9
202603030600,181,2,3.1,-9,1016.7,1020.9,3,0.6,2.6,0.9,89.0,6.5,-9.0,-9.0,-9,-9,-,8,4,-9,5000,-9.0,-9.00,-9,3.8,-99.0,-9.0,-9,3,-9
202603030700,181,2,3.0,-9,1017.6,1021.8,-9,-9.0,2.5,0.7,88.0,6.4,-9.0,-9.0,-9,-9,-,9,18,-9,5000,0.0,0.00,-9,3.7,-99.0,-9.0,-9,3,-9
202603030800,181,5,2.9,-9,1018.1,1022.3,-9,-9.0,3.0,0.7,85.0,6.4,-9.0,-9.0,-9,-9,-,6,20,-9,5000,0.0,0.06,-9,3.9,-99.0,-9.0,-9,3,-9
202603030900,181,7,3.7,-9,1017.8,1022.0,0,1.1,3.4,0.9,84.0,6.5,-9.0,-9.0,-9,-9,-,9,20,-9,5000,0.0,0.35,-9,4.9,-99.0,-9.0,-9,3,-9
202603031000,181,7,3.6,-9,1017.8,1022.0,-9,-9.0,5.6,2.0,78.0,7.1,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,0.9,1.68,-9,9.2,-99.0,-9.0,-9,3,-9
202603031100,181,5,5.2,-9,1018.2,1022.3,-9,-9.0,7.7,1.7,66.0,6.9,-9.0,-9.0,-9,-9,-,1,7,-9,5000,1.0,2.31,-9,13.4,-99.0,-9.0,-9,3,-9
202603031200,181,5,4.3,-9,1018.3,1022.4,2,0.4,9.0,1.6,60.0,6.9,-9.0,-9.0,-9,-9,-,2,9,-9,5000,0.7,2.18,-9,15.0,-99.0,-9.0,-9,3,-9
202603031300,181,7,4.7,-9,1018.0,1022.1,-9,-9.0,9.4,0.0,52.0,6.1,-9.0,-9.0,-9,-9,-,2,20,-9,5000,1.0,3.00,-9,16.8,-99.0,-9.0,-9,3,-9
202603031400,181,5,3.6,-9,1017.1,1021.2,-9,-9.0,11.2,1.6,52.0,6.9,-9.0,-9.0,-9,-9,-,2,12,-9,5000,0.9,2.69,-9,17.6,-99.0,-9.0,-9,3,-9
202603031500,181,7,3.3,-9,1016.9,1021.0,7,-1.4,11.3,0.3,47.0,6.2,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,1.0,2.46,-9,16.9,-99.0,-9.0,-9,3,-9
202603031600,181,5,3.6,-9,1016.8,1020.9,-9,-9.0,11.0,-0.4,45.0,5.9,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,1.0,1.91,-9,15.3,-99.0,-9.0,-9,3,-9
202603031700,181,5,3.4,-9,1017.2,1021.3,-9,-9.0,11.3,0.6,48.0,6.4,-9.0,-9.0,-9,-9,-,1,14,-9,5000,0.9,1.20,-9,13.0,-99.0,-9.0,-9,3,-9
202603031800,181,2,3.3,-9,1018.1,1022.2,3,1.2,10.1,0.6,52.0,6.4,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,0.8,0.42,-9,10.2,-99.0,-9.0,-9,3,-9
202603031900,181,2,2.1,-9,1018.7,1022.9,-9,-9.0,7.4,0.1,60.0,6.2,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,0.0,0.03,-9,8.0,-99.0,-9.0,-9,3,-9
202603032000,181,5,2.8,-9,1019.3,1023.5,-9,-9.0,7.3,0.0,60.0,6.1,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,-9.0,-9.00,-9,6.7,-99.0,-9.0,-9,3,-9
202603032100,181,2,3.9,-9,1020.0,1024.2,2,2.0,6.4,-0.5,61.0,5.9,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,-9.0,-9.00,-9,5.9,-99.0,-9.0,-9,3,-9
202603032200,181,2,3.1,-9,1020.5,1024.7,-9,-9.0,5.3,-1.1,63.0,5.6,-9.0,-9.0,-9,-9,-,1,76,-9,5000,-9.0,-9.00,-9,5.0,-99.0,-9.0,-9,3,-9
202603032300,181,5,0.6,-9,1020.7,1024.9,-9,-9.0,3.7,-1.6,68.0,5.4,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,-9.0,-9.00,-9,4.2,-99.0,-9.0,-9,3,-9
202603040000,181,5,1.1,-9,1021.1,1025.3,2,1.1,2.6,-1.5,74.0,5.5,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,-9.0,-9.00,-9,3.4,-99.0,-9.0,-9,3,-9
202603040100,181,7,2.6,-9,1021.3,1025.5,-9,-9.0,3.2,-1.9,69.0,5.3,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,-9.0,-9.00,-9,2.9,-99.0,-9.0,-9,3,-9
202603040200,181,9,1.0,-9,1021.2,1025.4,-9,-9.0,2.2,-1.6,76.0,5.4,-9.0,-9.0,-9,-9,-,7,25,-9,5000,-9.0,-9.00,-9,2.9,-99.0,-9.0,-9,3,-9
202603040300,181,0,0.3,-9,1021.2,1025.5,1,0.2,1.1,-1.3,84.0,5.6,-9.0,-9.0,-9,-9,-,0,-9,-9,4979,-9.0,-9.00,-9,2.6,-99.0,-9.0,-9,3,-9
202603040400,181,0,0.0,-9,1021.1,1025.4,-9,-9.0,1.2,-1.3,83.0,5.6,-9.0,-9.0,-9,-9,-,7,22,-9,2106,-9.0,-9.00,-9,2.6,-99.0,-9.0,-9,3,-9
202603040500,181,0,0.3,-9,1021.3,1025.6,-9,-9.0,0.4,-1.6,86.0,5.4,-9.0,-9.0,-9,-9,-,7,21,-9,1712,-9.0,-9.00,-9,2.3,-99.0,-9.0,-9,3,-9
202603040600,181,16,0.7,-9,1021.3,1025.6,1,0.1,-0.2,-1.6,90.0,5.4,-9.0,-9.0,-9,-9,-,0,-9,-9,1750,-9.0,-9.00,-9,1.6,-99.0,-9.0,-9,3,-9
202603040700,181,9,0.5,-9,1021.5,1025.8,-9,-9.0,-0.7,-1.6,93.0,5.4,-9.0,-9.0,-9,-9,-,0,-9,-9,1170,0.0,0.00,-9,1.2,-99.0,-9.0,-9,3,-9
202603040800,181,0,0.0,-9,1021.5,1025.8,-9,-9.0,0.3,-1.4,88.0,5.5,-9.0,-9.0,-9,-9,-,0,-9,-9,1650,0.6,0.26,-9,1.2,-99.0,-9.0,-9,3,-9
202603040900,181,0,0.1,-9,1021.8,1026.0,2,0.4,3.9,-1.6,67.0,5.4,-9.0,-9.0,-9,-9,-,0,-9,-9,4011,1.0,1.04,-9,3.8,-99.0,-9.0,-9,3,-9
202603041000,181,36,1.0,-9,1022.0,1026.2,-9,-9.0,6.3,-1.8,56.0,5.4,-9.0,-9.0,-9,-9,-,0,-9,-9,4941,1.0,1.67,-9,8.9,-99.0,-9.0,-9,3,-9
202603041100,181,11,2.4,-9,1021.7,1025.9,-9,-9.0,7.4,-2.3,50.0,5.2,-9.0,-9.0,-9,-9,-,0,-9,-9,4959,1.0,2.19,-9,12.6,-99.0,-9.0,-9,3,-9
202603041200,181,7,1.7,-9,1021.3,1025.4,8,-0.6,9.4,-2.5,43.0,5.1,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,1.0,2.62,-9,15.5,-99.0,-9.0,-9,3,-9
202603041300,181,27,2.1,-9,1020.6,1024.7,-9,-9.0,10.4,-2.6,40.0,5.0,-9.0,-9.0,-9,-9,-,2,15,-9,4989,1.0,2.81,-9,17.5,-99.0,-9.0,-9,3,-9
202603041400,181,29,3.4,-9,1020.4,1024.5,-9,-9.0,9.9,-2.7,41.0,5.0,-9.0,-9.0,-9,-9,-,0,-9,-9,4942,1.0,2.41,-9,16.4,-99.0,-9.0,-9,3,-9
202603041500,181,29,2.9,-9,1019.5,1023.6,7,-1.8,10.7,-3.4,37.0,4.8,-9.0,-9.0,-9,-9,-,0,-9,-9,4523,1.0,2.40,-9,16.2,-99.0,-9.0,-9,3,-9
202603041600,181,36,2.7,-9,1019.3,1023.4,-9,-9.0,11.7,-2.1,38.0,5.2,-9.0,-9.0,-9,-9,-,0,-9,-9,3952,1.0,1.84,-9,14.7,-99.0,-9.0,-9,3,-9
202603041700,181,34,3.0,-9,1019.2,1023.3,-9,-9.0,10.4,-2.6,40.0,5.0,-9.0,-9.0,-9,-9,-,0,-9,-9,3282,1.0,1.14,-9,11.9,-99.0,-9.0,-9,3,-9
202603041800,181,32,3.6,-9,1019.1,1023.2,7,-0.4,8.8,-2.5,45.0,5.1,-9.0,-9.0,-9,-9,-,0,-9,-9,3235,0.8,0.43,-9,9.2,-99.0,-9.0,-9,3,-9
202603041900,181,32,1.6,-9,1019.3,1023.5,-9,-9.0,7.2,-2.2,51.0,5.2,-9.0,-9.0,-9,-9,-,0,-9,-9,2501,0.0,0.03,-9,7.1,-99.0,-9.0,-9,3,-9
202603042000,181,0,0.0,-9,1020.0,1024.2,-9,-9.0,5.0,-2.1,60.0,5.2,-9.0,-9.0,-9,-9,-,0,-9,-9,2094,-9.0,-9.00,-9,5.7,-99.0,-9.0,-9,3,-9
202603042100,181,34,2.1,-9,1020.7,1024.9,2,1.7,4.8,-1.2,65.0,5.6,-9.0,-9.0,-9,-9,-,0,-9,-9,2031,-9.0,-9.00,-9,4.7,-99.0,-9.0,-9,3,-9
202603042200,181,5,1.7,-9,1021.4,1025.6,-9,-9.0,3.5,-0.8,73.0,5.8,-9.0,-9.0,-9,-9,-,0,-9,-9,1844,-9.0,-9.00,-9,3.9,-99.0,-9.0,-9,3,-9
202603042300,181,32,2.5,-9,1021.5,1025.7,-9,-9.0,3.9,-1.0,70.0,5.7,-9.0,-9.0,-9,-9,-,0,-9,-9,1679,-9.0,-9.00,-9,3.5,-99.0,-9.0,-9,3,-9
202603050000,181,23,0.5,-9,1021.5,1025.8,2,0.9,1.4,-2.1,77.0,5.2,-9.0,-9.0,-9,-9,-,0,-9,-9,1408,-9.0,-9.00,-9,2.9,-99.0,-9.0,-9,3,-9
202603050100,181,11,0.9,-9,1021.3,1025.6,-9,-9.0,1.7,-1.5,79.0,5.5,-9.0,-9.0,-9,-9,-,0,-9,-9,1192,-9.0,-9.00,-9,2.5,-99.0,-9.0,-9,3,-9
202603050200,181,0,0.3,-9,1021.3,1025.6,-9,-9.0,0.1,-1.9,86.0,5.3,-9.0,-9.0,-9,-9,-,0,-9,-9,901,-9.0,-9.00,-9,2.0,-99.0,-9.0,-9,3,-9
202603050300,181,0,0.0,-9,1020.6,1024.9,7,-0.9,-1.0,-2.2,91.0,5.2,-9.0,-9.0,-9,-9,-,0,-9,-9,638,-9.0,-9.00,-9,1.6,-99.0,-9.0,-9,3,-9
202603050400,181,9,0.6,-9,1020.3,1024.6,-9,-9.0,-0.8,-1.9,92.0,5.3,-9.0,-9.0,-9,-9,-,0,-9,-9,584,-9.0,-9.00,-9,1.3,-99.0,-9.0,-9,3,-9
202603050500,181,2,0.6,-9,1020.2,1024.5,-9,-9.0,-2.2,-3.1,93.0,4.9,-9.0,-9.0,-9,-9,-,0,-9,-9,359,-9.0,-9.00,-9,1.0,-99.0,-9.0,-9,3,-9
202603050600,181,14,0.5,-9,1020.1,1024.4,7,-0.5,-2.1,-2.7,95.0,5.0,-9.0,-9.0,-9,-9,-,0,-9,-9,348,-9.0,-9.00,-9,0.8,-99.0,-9.0,-9,3,-9
202603050700,181,16,0.6,-9,1020.6,1024.9,-9,-9.0,-2.0,-2.9,93.0,4.9,-9.0,-9.0,-9,-9,-,0,-9,-9,462,0.0,0.00,-9,0.7,-99.0,-9.0,-9,3,-9
202603050800,181,5,1.2,-9,1021.4,1025.7,-9,-9.0,-0.6,-1.5,93.0,5.5,-9.0,-9.0,-9,-9,-,0,-9,-9,432,0.3,0.19,-9,0.8,-99.0,-9.0,-9,3,-9
202603050900,181,5,2.1,-9,1021.4,1025.6,0,1.2,2.0,-0.4,84.0,5.9,-9.0,-9.0,-9,-9,-,0,-9,-9,592,1.0,0.79,-9,3.0,-99.0,-9.0,-9,3,-9
202603051000,181,2,2.3,-9,1020.8,1025.0,-9,-9.0,5.2,0.0,69.0,6.1,-9.0,-9.0,-9,-9,-,0,-9,-9,794,1.0,1.47,-9,7.7,-99.0,-9.0,-9,3,-9
202603051100,181,27,1.6,-9,1020.3,1024.5,-9,-9.0,7.8,0.7,61.0,6.4,-9.0,-9.0,-9,-9,-,0,-9,-9,1134,1.0,2.07,-9,11.9,-99.0,-9.0,-9,3,-9
202603051200,181,20,2.1,-9,1019.2,1023.3,7,-2.3,11.8,0.5,46.0,6.3,-9.0,-9.0,-9,-9,-,0,-9,-9,2069,1.0,2.51,-9,15.4,-99.0,-9.0,-9,3,-9
202603051300,181,27,1.9,-9,1018.5,1022.6,-9,-9.0,12.2,0.5,45.0,6.3,-9.0,-9.0,-9,-9,-,5,42,-9,2523,1.0,2.30,-9,15.1,-99.0,-9.0,-9,3,-9
202603051400,181,27,2.6,-9,1017.8,1021.8,-9,-9.0,14.5,2.0,43.0,7.1,-9.0,-9.0,-9,-9,-,2,14,-9,3056,0.8,2.42,-9,16.4,-99.0,-9.0,-9,3,-9
202603051500,181,25,4.8,-9,1017.0,1021.1,7,-2.2,13.2,2.4,48.0,7.3,-9.0,-9.0,-9,-9,-,7,33,-9,3433,0.5,1.67,-9,13.9,-99.0,-9.0,-9,3,-9
202603051600,181,25,2.9,-9,1016.6,1020.7,-9,-9.0,13.0,2.5,49.0,7.3,-9.0,-9.0,-9,-9,-,1,17,-9,4069,0.0,0.91,-9,12.2,-99.0,-9.0,-9,3,-9
202603051700,181,25,2.8,-9,1016.1,1020.2,-9,-9.0,12.6,2.4,50.0,7.3,-9.0,-9.0,-9,-9,-,8,31,-9,4485,0.0,0.49,-9,10.9,-99.0,-9.0,-9,3,-9
202603051800,181,25,1.2,-9,1015.5,1019.6,7,-1.5,11.8,3.7,58.0,8.0,-9.0,-9.0,-9,-9,-,2,14,-9,3077,0.0,0.13,-9,9.7,-99.0,-9.0,-9,1,-9
202603051900,181,25,1.3,-9,1016.4,1020.5,-9,-9.0,8.8,6.9,88.0,9.9,-9.0,-9.0,-9,-9,-,4,10,-9,351,0.0,0.00,-9,9.0,-99.0,-9.0,-9,1,-9
202603052000,181,29,2.1,-9,1016.2,1020.4,-9,-9.0,6.7,5.4,92.0,9.0,-9.0,-9.0,-9,-9,-,3,5,-9,272,-9.0,-9.00,-9,8.5,-99.0,-9.0,-9,1,-9
202603052100,181,32,4.6,-9,1017.2,1021.4,2,1.8,4.1,2.9,92.0,7.5,-9.0,-9.0,-9,-9,-,8,3,-9,211,-9.0,-9.00,-9,6.9,-99.0,-9.0,-9,1,-9
202603052200,181,5,0.9,-9,1017.0,1021.2,-9,-9.0,3.8,2.9,94.0,7.5,-9.0,-9.0,-9,-9,-,2,6,-9,328,-9.0,-9.00,-9,6.5,-99.0,-9.0,-9,1,-9
202603052300,181,32,3.3,-9,1017.4,1021.6,-9,-9.0,3.7,2.5,92.0,7.3,-9.0,-9.0,-9,-9,-,5,1,-9,480,-9.0,-9.00,-9,6.2,-99.0,-9.0,-9,1,-9
202603060000,181,29,0.9,-9,1018.1,1022.3,3,0.9,1.2,0.0,92.0,6.1,-9.0,-9.0,-9,-9,-,6,2,-9,547,-9.0,-9.00,-9,4.9,-99.0,-9.0,-9,1,-9
202603060100,181,23,1.2,-9,1018.0,1022.3,-9,-9.0,0.0,-0.5,96.0,5.9,-9.0,0.1,-9,-9,-,7,-9,-9,107,-9.0,-9.00,-9,3.5,-99.0,-9.0,-9,1,-9
202603060200,181,23,1.4,-9,1017.8,1022.1,-9,-9.0,0.1,-0.3,97.0,6.0,-9.0,0.3,-9,-9,-,8,2,-9,265,-9.0,-9.00,-9,3.4,-99.0,-9.0,-9,1,-9
202603060300,181,23,0.9,-9,1017.4,1021.7,7,-0.6,0.2,-0.2,97.0,6.0,-9.0,0.3,-9,-9,-,9,-9,-9,341,-9.0,-9.00,-9,3.5,-99.0,-9.0,-9,1,-9
202603060400,181,20,2.7,-9,1017.1,1021.4,-9,-9.0,0.5,0.0,97.0,6.1,-9.0,0.4,-9,-9,-,4,2,-9,643,-9.0,-9.00,-9,3.3,-99.0,-9.0,-9,3,-9
202603060500,181,23,1.5,-9,1017.1,1021.3,-9,-9.0,1.0,0.0,93.0,6.1,-9.0,0.4,-9,-9,-,9,4,-9,902,-9.0,-9.00,-9,3.4,-99.0,-9.0,-9,3,-9
202603060600,181,25,2.1,-9,1017.5,1021.7,4,0.0,1.3,-0.3,89.0,6.0,-9.0,0.3,-9,-9,-,5,5,-9,702,-9.0,-9.00,-9,3.4,-99.0,-9.0,-9,3,-9
202603060700,181,23,1.5,-9,1017.2,1021.5,-9,-9.0,0.9,-0.4,91.0,5.9,-9.0,0.2,-9,-9,-,6,6,-9,588,0.0,0.00,-9,3.2,-99.0,-9.0,-9,3,-9
202603060800,181,23,2.8,-9,1017.6,1021.9,-9,-9.0,0.6,-0.4,93.0,5.9,-9.0,0.2,-9,-9,-,9,5,-9,624,0.0,0.08,-9,3.4,-99.0,-9.0,-9,3,-9
202603060900,181,23,3.1,-9,1018.2,1022.5,3,0.8,1.1,-0.3,90.0,6.0,-9.0,-9.0,-9,-9,-,5,2,-9,764,0.0,0.29,-9,4.0,-99.0,-9.0,-9,3,-9
202603061000,181,25,3.3,-9,1018.1,1022.3,-9,-9.0,1.7,-0.5,85.0,5.9,-9.0,-9.0,-9,-9,-,5,3,-9,966,0.0,0.49,-9,4.7,-99.0,-9.0,-9,3,-9
